,Time,NonPr,Printable,Materials,Env_Materials,#Replicator,#Normal,#Assembler,#Printer,#Assembling,#Printing,#Collecting,#Idle,#Repair,#In,#Out,Average Build Quality in-service,Average Build Quality of System,#WasteReplicator,#WasteNormal,#WasteAssembler,#WastePrinter,Environment Exhaust Time,Printable Exhaust Time,NonPr Exhaust Time,Material Exhaust Time,Average Risk,Print Capacity,Assembling Capacity,Collection Capacity,#Tasks before failure
82,82.0,44.0,1.0,1.0,136.0,137.0,17.0,0.0,0.0,12.0,20.0,9.0,97.0,16.0,154.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.19480519480519481,137.0,137.0,154.0,2
83,83.0,37.0,1.0,1.0,122.0,143.0,17.0,0.0,0.0,11.0,23.0,14.0,99.0,13.0,160.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.18125,143.0,143.0,160.0,2
84,84.0,31.0,1.0,1.0,110.0,147.0,18.0,0.0,0.0,10.0,26.0,12.0,99.0,18.0,165.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.17575757575757575,147.0,147.0,165.0,2
85,85.0,26.0,1.0,1.0,100.0,151.0,18.0,0.0,0.0,9.0,22.0,10.0,108.0,20.0,169.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.15976331360946747,151.0,151.0,169.0,2
86,86.0,18.0,0.0,1.0,85.0,154.0,19.0,0.0,0.0,9.0,25.0,15.0,104.0,20.0,173.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.19653179190751446,154.0,154.0,173.0,2
87,87.0,12.0,1.0,1.0,72.0,156.0,19.0,0.0,0.0,11.0,28.0,13.0,102.0,21.0,175.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.19428571428571428,156.0,156.0,175.0,2
88,88.0,7.0,1.0,1.0,62.0,158.0,19.0,0.0,0.0,14.0,23.0,10.0,107.0,23.0,177.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,0.1977401129943503,158.0,158.0,177.0,2
89,89.0,0.0,3.0,1.0,46.0,161.0,20.0,0.0,0.0,13.0,26.0,16.0,102.0,24.0,181.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,89.0,40.0,0.2154696132596685,161.0,161.0,181.0,2
90,90.0,0.0,18.0,1.0,31.0,166.0,21.0,0.0,0.0,7.0,31.0,15.0,108.0,26.0,187.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,89.0,40.0,0.18181818181818182,166.0,166.0,187.0,2
91,91.0,0.0,30.0,1.0,19.0,167.0,22.0,0.0,0.0,5.0,27.0,12.0,117.0,28.0,189.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,26.0,89.0,40.0,0.1693121693121693,167.0,167.0,189.0,2
92,92.0,0.0,49.0,1.0,0.0,167.0,24.0,0.0,0.0,3.0,31.0,19.0,114.0,24.0,191.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,92.0,26.0,89.0,40.0,0.15706806282722513,167.0,167.0,191.0,2
93,93.0,0.0,49.0,1.0,0.0,167.0,25.0,0.0,0.0,2.0,19.0,0.0,158.0,13.0,192.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,92.0,26.0,89.0,40.0,0.026041666666666668,167.0,167.0,192.0,2
94,94.0,0.0,49.0,1.0,0.0,167.0,25.0,0.0,0.0,2.0,0.0,0.0,187.0,3.0,192.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,92.0,26.0,89.0,40.0,0.026041666666666668,167.0,167.0,192.0,2
95,95.0,0.0,49.0,1.0,0.0,167.0,27.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,194.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,92.0,26.0,89.0,40.0,0.0,167.0,167.0,194.0,2
96,96.0,0.0,49.0,1.0,0.0,167.0,27.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,194.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,92.0,26.0,89.0,40.0,0.0,167.0,167.0,194.0,2
97,97.0,0.0,49.0,1.0,0.0,167.0,27.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,194.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,92.0,26.0,89.0,40.0,0.0,167.0,167.0,194.0,2
98,98.0,0.0,49.0,1.0,0.0,167.0,27.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,194.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,92.0,26.0,89.0,40.0,0.0,167.0,167.0,194.0,2
99,99.0,0.0,49.0,1.0,0.0,167.0,27.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,194.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,92.0,26.0,89.0,40.0,0.0,167.0,167.0,194.0,2
100,100.0,0.0,49.0,1.0,0.0,167.0,27.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,194.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,92.0,26.0,89.0,40.0,0.0,167.0,167.0,194.0,2
101,101.0,0.0,49.0,1.0,0.0,167.0,27.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,194.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,92.0,26.0,89.0,40.0,0.0,167.0,167.0,194.0,2
102,102.0,0.0,49.0,1.0,0.0,167.0,27.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,194.0,0.0,0.875,0.875,0.0,0.0,0.0,0.0,92.0,26.0,89.0,40.0,0.0,167.0,167.0,194.0,2
